"ID","CAT","COMPANY_NAME","EMAIL","ADDRESS","CITY","STATE","ZIPCODE","PHONE_NUMBER","FAX_NUMBER","SIC_CODE","SIC_DESCRIPTION","WEB_ADDRESS"
"230154","J","Jewelers Refining Group","jrginc2@earthlink.net","38 West 48th Street Suite  1101","NEW YORK","NY","10035","2123982569","2123982916","594409","Jewelers","JRGINC.COM"
"230155","B","Blue Books Inc","info@stgcorp.com","45 Knollwood Rd","Elmsford","NY","10523-2815","9145914581","9145918020","274107","Publishers-Directory & Guide","www.bluebooks.com"
"230156","O","Ontario County Attorney","webmaster@co.ontario.ny.us","27 N Main St # 4","Canandaigua","NY","14424-1447","5853968818","5853964411","922203","County Government-Legal Counsel","www.co.ontario.ny.us"
"230157","A","American Credit Repair","rvacanti@aolcom","231 east street - buffalo","BUFFALO","NY","14220","null","null","606101","Credit Unions","northeasternappraisalcom"
"230158","L","Larry Mathews","larrymathews@hotmail.com","57 w 58th.st. - suite 6E","NEW YORK","NY","2889","4017411828","null","792903","Music","PORNSTARRIDES.COM"
"230159","N","Nebeco Inc","grant@northeasternoffice.com","25 Banfi Plz N","Farmingdale","NY","11735-1529","6318459504","6317568019","508442","Printing Equipment (Wholesale)","www.northeasternoffice.com"
"230160","V","Vangalio/Martz Real Estate","jimvangalio@hotmail.com","7152 Main St","Ovid","NY","14521-9507","6078699621","null","6531","Real Estate","null"
"230161","L","Limited Too","ltd2@tweenbrands.com","601-635 Harry L Dr # 120","Johnson City","NY","13790-1246","5137523224","6077709859","564103","Childrens & Infants Wear-Retail","www.limitedtoo.com"
"230162","O","Our Lady Of Refuge Rectory","marbrtm@aol.com","290 E 196th St","Bronx","NY","10458-3506","7183674690","7183674690","866107","Churches","www.ourladyofrefuge.com"
"230163","M","MBS Inc","coyne.collette@mbsinsight.com","570 S Research Pl","Central Islip","NY","11722-4415","6318511338","6318515000","731101","Advertising-Agencies & Counselors","www.mbsinsight.com"
"230164","E","Essen Computer Technologies","dagra@lightlink.com","30 Union Place","ODESSA","NY","14869","6075334710","6075334280","737101","Computer Services","DAGRA.COM"
"230165","W","Weichert; Realtors-Syracuse Hom","kmarquar@twcny.rr.com","7927 Indian Hill Road","Manlius","NY","13104","3156822229","null","6531","Real Estate","null"
"230166","F","Fontana Metal Sales Corp","kevin@fontanametalsales.com","3120 Expressway Dr S","Islandia","NY","11749-5013","6312317030","6312317030","344603","Gratings (Manufacturers)","www.fontanametalsales.com"
"230167","E","Erie County Purchasing","sheriff@erie.gov","95 Franklin St # 1254","Buffalo","NY","14202-3967","7168588895","7168586395","912103","Government Offices-County","www.erie.gov"
"230168","F","Free Mumia Abu-Jamal Coalition-NYC","edge@txe.org","48 Eighth Avenue #119","NEW YORK","NY","10013","2125779136","null","729922","Buyers Information Service","FILTHYSLUT.NET^^KISSTHEWHIP.NET^^PUNISHED.ORG^^SEXUALSUBMISSION.NET^^STARGRABBER.COM^^STARGRABBERS.C"
"230169","H","Home & Stuff","crisnsvet@worldnet.att.net","2928 W 5th Street","BROOKLYN","NY","11223","7189968886","7189968886","738999","Business Services Nec","HOMEANDSTUFF.COM"
"230170","G","Guy Clark Interiors Inc","dchyhai@twentyfour22.com","1133 Broadway #1111 - New York","NEW YORK","NY","10010","2122532422","2122530934","738902","Interior Decorators Design & Consultants","twentyfour22.com"
"230171","C","Century 21 Chesser Realty","dickcav@catskill.net","416 Chestnut St","Oneonta","NY","13820-2121","6074327653","null","6531","Real Estate","null"
"230172","F","Fox & Fowle","info@foxfowle.com","22 W 19th St # 11","New York","NY","10011-4299","2124638716","2126271700","871202","Architects","www.foxfowle.com"
"230173","S","Subway Sandwiches & Salads","rihall@hotmail.com","1750 Hylan Blvd","Staten Island","NY","10305-1932","2053307822","7183515690","581208","Restaurants","www.subway.com"
"230174","B","Bluetone","timotto@hotmail.com","po box 527  none  New York","SHELTER ISLAND HEIGHTS","NY","10011","2122265320","2122265320","573609","Music Dealers","BLUETONEMUSIC.COM"
"230175","W","Westchester Institue-Hum Dev","jrajan@wihd.org","221 Cedarwood Hall","Valhalla","NY","10595 0000","9144938714","9144938714","801101","Physicians & Surgeons","www.wihd.org"
"230176","J","J & B Construction Consulting","jbcc1025@aol.com","null","MEDFORD","NY","11763","5164736007","null","152130","Construction","null"
"230177","B","BUSINESSWORLD SYSTEMS","stevef@businessworldsystems.com","88 Cain Drive","BOHEMIA","NY","11716","6312733200","6312738886","8999","Services NEC","siteway.net"
"230178","M","Mallon Associates","cjohnson@munnbernhard.com","555 Fifth Avenue 17th Floor","NEW YORK","NY","10016","2123707300","2123705269","861102","Associations","MUNNBERNHARD.COM"
"230179","G","GamersOnlyOnline","twebeck@hotmail.com","null","NEW YORK","NY","10010","2124200947","null","737505","Online Services","trevasite.com"
"230180","C","Coram-Selden Chiropractic","drben_n@hotmail.com","636 Middle Country Rd","Selden","NY","11784-2500","6317367490","6317364414","804101","Chiropractors DC","www.drben.com"
"230181","M","Mark Holdreith","mholdreith@world.netatt.net","231620thStreetNWSuite1R","MANHASSET","NY","11030","5168699190","null","9999","Unclassified","CPCOMPLETE.NET^^CPTRANSACT.COM^^CPTRANSACT.NET^^CPTRANSITION.COM^^CPTRANSITION.NET^^DEALERCP.COM^^DE"
"230182","O","OrderOnlineViagra","tedkheel@aol.com","333 East 57th Street","NEW YORK","NY","10021","2128567117","2128567814","737505","Online Services","WDLF.ORG^^WORKFORCEDISTANCELEARNING.COM^^WORKFORCEDISTANCELEARNING.NET^^WORKFORCEDISTANCELEARNING.OR"
"230183","L","Left To My Own Devices Computer Solutions","alext@ltmod.com","43 Sylvan Trail","MIDDLETOWN","NY","10943","9143515000","null","573407","Computer & Equipment Dealers","LTMOD.COM^^LTMOD.NET^^TUXEDOPARKREALESTATE.COM"
"230184","A","Ascher Davis Architects","herbalife@prodigy.net","330 West 38 Street Suite 601","NEW YORK","NY","10018","2129669300","2127361144","871298","Architectural Services","1WAY2DIET.COM^^7DAYSEX.COM^^DIET4SALE.COM^^DIETAUCTION.COM^^DIETOF21CENTURY.NET^^DRUGFREEDIET.COM^^G"
"230185","A","Anastasi Trucking & Paving","GAnastasi@anastasitrucking.com","6495 Transit Rd","Bowmansville","NY","14026-1049","7166835045","7166835003","179403","Excavating Contractors","NULL"
"230186","R","Redwing Contracting","redwing4662@aol.com","4662 West Lake Road","CANANDAIGUA","NY","14424","7163930110","null","152130","Construction","REDWINGCONSTRUCTION.NET;REDWINGCONTRACTING.COM"
"230187","L","LA Bodega De LA Familia","rfriedman@familyjusticeinc.org","272 E 3rd St","New York","NY","10009-7834","2129821765","2129822335","839901","Drug Abuse & Addiction Info & Treatment","www.familyjusticeinc.org"
"230188","M","MICELI  LEM","marholarch@aol.com","10 north rhett avenue","STATEN ISLAND","NY","10307","2127877644","2127873146","593202","Antiques","MHARCHITECTS.COM"
"230189","C","Career & Tech Ctr","sgillis@mail.tstboces.org","555 Warren Rd","Ithaca","NY","14850-1862","6072759702","6072571551","821103","Schools","www.tstboces.org"
"230190","L","Lite-Trol Svc Co","fredrik.fridsten@home.se","485 W John St","Hicksville","NY","11801-1028","3373643487","5166815288","792212","Theatrical Equipment & Supplies","www.whswebpage.com"
"230191","U","University Of Rochester","alechich@chcsnet.org","1351 Mount Hope Ave # 220","Rochester","NY","14620-3917","5852757311","5852757311","801101","Physicians & Surgeons","www.huntington-study-group.org"
"230192","M","Meta Health Technology Inc","eli@metahealth.com","330 7th Ave # 14","New York","NY","10001-5010","2126432913","2126955870","737104","Data Systems Consultants & Designers","NULL"
"230193","M","M & G Computer Services;","mgcomp@msn.com","23 Willow Pond Lane","MEDFORD","NY","11763","6319281982","6313319422","573407","Computer & Equipment Dealers","SCHOOLAIS.COM"
"230194","N","North Westchester Veterinary","Paul V@northwestvet.com","2068 E Main St","Cortlandt Manor","NY","10567-2622","9147369618","9147369500","074201","Veterinarians","NULL"
"230195","W","Workmen's Circle Cemetery Dept","ellenbb720@aol.com","45 E 33rd St # 4","New York","NY","10016-5350","2125327518","2125327518","869903","Organizations","www.circle.org"
"230196","M","Michael Cox","theresa@panix.com","Cox Advertising - 379 West Broadway","NEW YORK","NY","10011","2122749864","2122741160","731999","Advertising Nec","APOCALYPSTICK.COM^^APOCALYPSTICK.NET"
"230197","T","Tru-Tech Fine Papers","pblecha@casepaper.com","500 Mamaroneck Ave","Harrison","NY","10528-1633","3033296551","9148993320","999977","Nonclassified Establishments","www.casepaper.com"
"230198","G","Gallinger Real Estate","pulaski@realtyusa.com","5104 W Genesee St","Camillus","NY","13031-2327","3154870802","3154876551","653118","Real Estate","www.gallinger.com"
"230199","T","The Edmond Agency","eagency@frontiernet.net","202 Main Street","Dansville","NY","14437","5853352070","null","6531","Real Estate","null"
"230200","Y","Yellow Cab","MikeD@foraride.com","38 S Niagara St","Lockport","NY","14094-2613","7164334444","7164344444","421205","Delivery Service","NULL"
"230201","M","Mangia Restaurant","Sasha@mangiatogo.com","50 W 57th St # 1","New York","NY","10019-3914","2125932281","2125825554","581208","Restaurants","NULL"
"230202","S","Security Supply Corp","saratoga@secsupply.com","104 Murrock Cir","Watertown","NY","13601 0000","3157884005","3157882430","507510","Heating Equipment & Systems (Wholesale)","www.secsupply.com"
"230203","A","Anthony Funeral & Cremation","Mark K-Anthony@anthonychapels.com","2305 Monroe Ave","Rochester","NY","14618-3094","5852449734","5852440770","726103","Funeral Directors","NULL"
"230204","C","Century 21 Papp Realty","estelle karp@aol.com","1741 Victory Blvd","Staten Island","NY","10314-3513","7187276900","null","6531","Real Estate","null"
"230205","N","Norm's Garage","lpqybpfync@hjyusx.com","955 Main Rd","Irving","NY","14081-9620","NULL","7169349559","754901","Wrecker Service","www.normsgarage.com"
"230206","T","Tree Masters Tree Services","ny1treeman@aol.com","1630 Cortland Street","De Ruyter","NY","13052","3158521177","null","8999","Services NEC","null"
"230207","E","Era/A J Realty","iperez1@mlslirealtor.com","11301 Liberty Ave","South Richmond Hill","NY","11419-1807","7187382626","null","6531","Real Estate","null"
"230208","E","ELITE TECHNICAL SERVICES; INC","manning@elitetechnical.com","898 Veterans Memorial Hwy Ste. 340","HAUPPAUGE","NY","11788","6312340213","null","8999","Services NEC","ELITETECHNET.COM^^ELITETECHNET.NET^^MYEBIZCARD.COM^^MYEBUSINESSCARD.NET^^OGMENT.COM^^OGMENT.NET"
"230209","P","Prudential Riverside Homes","arubi@prudentialriverside.com","545 Warburton Ave","Hastings On Hudson","NY","10706-1505","9144788800","null","6531","Real Estate","null"
"230210","R","R-House Era","fclingan@rochester.rr.com","1717 Empire Blvd","Webster","NY","14580-2150","5856710984","null","6531","Real Estate","null"
"230211","S","Studio Laser Design","tp3745@aol.com","114 Washington Avenue","Endicott","NY","13760","6077971205","null","7389","Business Services NEC","HOLLYWOODHOTWAX.COM"
"230212","R","Real Estate Appraisal","JoanneS@hallsofglory.com","90 Buddenhagen Rd","Narrowsburg","NY","12764-5211","NULL","8452527257","653116","Real Estate Appraisers","NULL"
"230213","S","Shinnecock Indian Outpost","rtgadvertising@aol.com","Old Montauk Hwy","Southampton","NY","11968 0000","6312872590","6312838047","594709","Indian Goods","www.cheapcigsrus.com"
"230214","R","Robert Tuzzo","rtuzzo@motivatedmindsmarketinggroupltd.com","3799 Hickory Street","SAYVILLE","NY","11782","5168267140","null","5999","Marketing NEC","MOTIVATEDMINDSMARKETINGGROUPLTD.COM"
"230215","K","Krony''s Pizza Etc","Kevin.Freitag@kronyspizza.com","54 S Main St","Churchville","NY","14428-9562","NULL","5852931950","581208","Restaurants","NULL"
"230216","J","Jerald Reingold","jerry@jenapub.com","2055 East 35th Street","BROOKLYN","NY","11233","7176201222","7146204391","599202","Plants","CAMCORDERS4SALE.COM^^ELECTRONICS4SALE.COM^^FLORALBOUTIQ.COM"
"230217","B","BC Marketing Solutions","ecenteno@chingroup.com","511 Avenue of the Americas","NEW YORK","NY","10010","2126451989","2126451989","5999","Marketing NEC","ENBUSCADEALGO.COM"
"230218","H","Holy Family Ukranian Catholic","klomp@usol.com","471 Montauk Hwy","West Islip","NY","11795-4475","9362954544","6316610031","866107","Churches","www.geocities.com"
"230219","A","Arnow Jewelers","marnow@arnowjewelers.com","6900 Highbridge Road #2","Fayetteville","NY","13066","31544618013154494653","3154461801","594409","Jewelers","arnowjewelers.com"
"230220","R","Reboy Supply Inc","matrex@msn.com","P.O. Box 220 - 1300 Maple Rd","ELBA","NY","14058","7166524321","7166520148","5311","Retail shops","REBOYSUPPLY.COM"
"230221","T","Tutto Pazzo","Joey@tuttopazzo.com","84 New York Ave","Huntington","NY","11743-2149","6314276656","6312712253","581208","Restaurants","NULL"
"230222","M","Moger's Auto Repair Inc","webmaster@fronthost.com","4 N Highland Ave","Nyack","NY","10960-2421","NULL","8453581021","753801","Automobile Repairing & Service","www.mogers.com"
"230223","I","Interactive Design Studios Inc","hrarum@aol.com","null","MANHASSET","NY","11030","5163283300","5163268827","738991","Plants","SDPSI.COM^^TECHNOISEL.COM"
"230224","D","Duke Louie","duke@pageupcom.com","c/o PageUp Communications","NEW YORK","NY","10011","2125980630","null","489903","Communications","EMERGENTBIZ.COM;EMERGENTBIZ.NET;EMERGENTBIZ.ORG"
"230225","B","Boardwalk Real Estate","tborodinrossi@mlslirealtor.com","24 E Park Ave Ste 204","Long Beach","NY","11561","5164312008","null","6531","Real Estate","null"
"230226","S","ScottWellington","me@jayson.com","60 East 8th Street Suite 12A","NEW YORK","NY","10003","3105058115","null","737505","Online Services","ACCUHEALTH.COM^^ASIASTOP.NET^^ASIAZONE.NET^^CHRISTZONE.COM^^FASHIONBUZZ.COM^^HOTDEBUT.COM^^HYPERSHOT"
"230227","E","EagleBank","mflynn@eaglebankmd.com","7815 Woodmont Ave","Bethesda","NY","20814","718-721-6843","718-728-4100","3446","Architectural and Ornamental Metal Work","NULL"
"230228","R","Roberts Environmental Consulting Inc","roberts@netheaven.com","24 Island View Drive","SOUTH GLENS FALLS","NY","12803","null","null","871111","Engineers","ROBERTSENVIRONMENTAL.COM"
"230229","L","Lady Foot Locker","customer_service@ladyfootlocker.com","5364 Kings Plz","Brooklyn","NY","11234-5216","6509922193","7182539631","566101","Shoes-Retail","www.ladyfootlocker.com"
"230230","F","Fluid Metering; Inc","hostmaster@fluidmetering.com","5 Aerial Way; Suite 500","STONY BROOK","NY","11790","5169226050","5166248261","7371","Computer services-hostmaster","FLUIDMETERING.COM"
"230231","Z","Zion Episcopal Church","zionchurch@twcny.rr.com","140 W Liberty St","Rome","NY","13440-5780","3152810071","3153365170","866107","Churches","www.zionrome.org"
"230232","K","Kiska Construction Corporation-USA","alp_baysal@kiskagroup.com","16030 Cross Island Pwy","WHITESTONE","NY","11357","71919","null","152103","General Contractors","kiskagroup.com"
"230233","B","B&D Lawnsprinkler Specialist","bdlawnsprinkler@aol.com","906 Lincoln Avenue","Schenectady","NY","12307","null","null","078206","Lawn Maintenance","null"
"230234","A","Active Industries","powergen@superioressex.com","20 Solar Dr","Clifton Park","NY","12065-3427","6303237685","5183712020","305398","Gaskets-Packing & Sealing Devices (Mfrs)","www.activeind.com"
"230235","M","Meyers Research Ctr","ArthurZimbalist@meyersresearch.com","58 W 40th St # 7","New York","NY","10018-2642","2127680268","2123910166","873204","Market Research & Analysis","NULL"
"230236","K","Kelleher Realty","tish893shop@aol.com","68 West Ave","Saratoga Springs","NY","12866","5185818464","null","6531","Real Estate","null"
"230237","W","Walsh Sales Associates","vholcomb@aol.com","80 Allen Boulevard","Farmingdale","NY","11735","null","7184474174","861102","Associations","VJHOLCOMB.COM"
"230238","M","M & W Windows and Doors","mw4windows@aol.com","52  Freemans Bridge Road","SCHENECTADY","NY","12301","5183936969","5183939569","521107","windows","MWWINDOWS.NET"
"230239","W","Williston Park Library","rmcgrath@nassaulibrary.org","494 Willis Ave","Williston Park","NY","11596-1787","5162945004","5167421820","823106","Libraries-Public","www.nassaulibrary.org"
"230240","P","Panco Petroleum Co","prices@panco.com","23 Grassy Point Rd","Stony Point","NY","10980-2021","8457863372","8454299120","517206","Oils-Fuel (Wholesale)","www.panco.com"
"230241","D","D C Raineri Insurance","PRanieri@dc-ranieri.com","457 Palmer Rd","Yonkers","NY","10701-5255","9143761772","9143762560","641112","Insurance","NULL"
"230242","Y","Yorktown Stage","info@yorktownstage.org","1974 Commerce St # 8","Yorktown Heights","NY","10598-4439","9149620606","9149620606","792210","Theatrical Agencies","www.yorktownstage.org"
"230243","U","US Post Office","tom.gaynor@usps.gov","201 Main St","Lake Placid","NY","12946-9998","6099656587","5185233071","431101","Post Offices","www.usps.com"
"230244","A","Albany Avenue Elementary Schl","lgenti@lindenhurstschools.org","180 Albany Ave","Lindenhurst","NY","11757-3200","6312266500","6312266400","821103","Schools","www.lindenhurstschools.org"
